715	982	635	295	405														
417	911	995	671	446														
773	675	559	675	377														
309	309	600	684	455														
73	354	909	849	285														
133	378	766	746	133														
427	765	427	806	695														
957	906	455	786	741														
227	15	748	107	8														
274	855	68	524	524														
186	35	984	717	729														
14	294	128	294	180														
99	903	780	355	24														
967	496	943	799	701														
312	65	102	386	136														
119	574	574	337	271														
18	890	366	783	247														
97	125	219	219	223														
601	601	838	972	106														
788	496	135	174	584														
257	105	539	239	16														
989	450	670	269	956														
462	448	295	168	295														
641	571	26	249	641														
931	608	439	423	399														
612	590	294	998	643														
692	191	191	549	980														
156	850	233	921	769														
233	814	454	868	442														
994	720	184	658	994														
208	24	658	638	396														
43	465	140	661	305														
887	113	380	92	92														
453	391	918	210	391														
47	963	447	813	502														
270	794	719	225	45														
274	259	572	614	839														
409	325	573	322	322														
650	813	266	848	56														
815	360	119	815	223														
37	839	330	998	918														
305	707	609	678	58														
550	272	48	21	99														
159	833	555	164	605														
280	232	893	317	930														
567	941	512	568	149														
566	16	310	772	113														
670	666	323	451	632														
131	395	319	982	758														
250	945	271	430	385														
125	177	474	155	424														
920	226	801	248	943														
252	208	223	515	199														
336	44	974	718	680														
11	553	695	167	736														
943	223	967	16	436														
762	59	631	441	555														
703	12	717	111	381														
50	556	559	625	98														
248	496	524	405	170														
31	864	693	279	140														
153	868	502	999	429														
999	174	561	781	388														
730	433	587	704	730														
209	80	86	787	209														
664	756	110	678	201														
4	595	156	963	679														
47	887	276	276	97														
425	168	907	984	31														
510	558	818	656	564														
327	985	979	327	928														
896	949	896	302	226														
311	420	311	11	682														
64	518	502	404	502														
886	221	954	416	877														
983	332	767	476	581														
815	462	246	124	969														
164	367	629	499	243														
264	583	97	214	587														
562	614	797	350	687														
1	826	80	109	935														
17	393	688	767	482														
714	425	5	662	901														
799	905	712	109	905														
480	984	293	671	817														
855	88	57	831	738														
939	69	69	568	34														
804	154	770	839	763														
724	695	98	961	853														
855	522	447	855	165														
945	668	542	751	668														
429	995	429	477	748														
67	207	521	228	222														
102	228	273	386	40														
664	205	712	926	61														
771	603	119	900	565														
719	405	548	983	548														
532	88	528	827	528														
289	548	17	189	706														
238	655	630	655	792														
935	654	81	675	730														
470	470	607	789	740														
433	339	894	47	804														
822	859	321	419	888														
187	896	802	376	376														
480	702	865	703	498														
817	922	552	165	50														
933	146	957	470	854														
471	475	375	687	806														
49	293	101	337	226														
62	729	171	169	340														
150	413	787	494	150														
382	188	82	449	68														
523	230	761	608	151														
37	38	585	349	368														
88	79	659	45	437														
829	708	687	515	119														
130	135	864	79	22														
434	965	493	428	965														
667	610	372	389	389														
327	748	189	217	748														
479	570	21	888	812														
960	112	765	712	958														
661	917	340	918	344														
176	294	326	626	733														
968	646	126	125	646														
407	535	564	407	112														
637	140	342	420	107														
774	257	6	713	728														
78	78	683	315	909														
417	850	175	196	987														
968	628	502	221	797														
930	589	657	839	567														
380	305	875	103	77														
575	101	165	584	827														
222	669	27	201	187														
554	258	525	291	55														
958	432	118	380	718														
571	251	890	267	314														
411	478	731	973	85														
712	565	981	584	249														
242	45	786	235	422														
507	177	734	328	678														
510	774	293	988	278														
39	885	855	398	433														
941	605	150	140	938														
894	884	185	210	544														
91	803	803	408	973														
160	722	131	793	424														
39	876	450	450	276														
711	250	132	127	687														
555	633	962	350	171														
579	3	45	136	872														
163	448	350	378	448														
191	120	633	196	196														
379	67	731	429	319														
449	476	559	853	430														
116	186	752	116	986														
10	973	293	773	322														
674	706	551	827	352														
807	116	470	768	135														
687	484	989	259	972														
332	861	354	473	473														
11	71	464	653	71														
522	729	858	391	322														
969	699	387	857	300														
558	213	999	666	213														
48	136	422	166	256														
184	982	526	197	405														
410	338	995	783	6														
366	848	522	414	594														
62	306	388	608	65														
858	36	869	959	758														
952	732	242	369	844														
969	377	562	202	385														
139	916	45	727	859														
334	518	519	316	316														
607	545	737	223	882														
118	734	101	930	784														
676	760	415	346	777														
669	461	34	51	113														
538	887	632	543	201														
600	573	208	573	856														
588	610	624	907	316														
578	34	597	171	121														
57	993	637	281	645														
615	440	527	937	732														
939	174	836	256	81														
587	697	401	305	161														
922	809	689	507	507														
302	1	983	378	816														
535	175	875	175	296														
614	139	98	541	207														
67	741	314	174	345														
277	406	345	458	171														
296	298	962	296	959														
466	13	481	637	481														
542	79	698	286	883														
464	590	137	363	448														
682	942	708	470	749														
81	27	258	258	89														
605	312	701	524	449														
69	730	92	34	640														
159	280	799	959	139														
86	328	514	11	332														
111	481	443	184	52														
63	707	825	14	317														
275	434	434	556	303														
776	341	414	165	81														
599	146	899	448	666														
359	140	453	875	460														
925	599	585	771	100														
118	13	889	474	652														
27	955	91	477	312														
460	182	198	359	862														
797	854	449	824	36														
797	366	403	944	267														
434	389	36	297	38														
865	650	84	492	312														
289	314	314	497	431														
542	926	527	810	569														
847	312	706	694	533														
32	789	896	972	511														
764	490	93	914	253														
247	247	272	299	568														
141	955	725	435	689														
452	998	255	592	368														
852	580	278	974	439														
326	357	623	900	735														
22	773	115	926	773														
335	334	129	136	60														
351	395	601	978	51														
451	94	908	336	47														
50	493	316	769	759														
263	677	633	138	662														
463	451	669	154	816														
891	543	43	339	543														
239	583	590	562	817														
757	334	760	988	767														
810	752	715	892	607														
307	111	741	819	62														
176	483	176	290	156														
978	133	530	657	778														
672	648	778	332	454														
198	838	719	113	110														
93	157	892	285	16														
545	68	5	614	18														
619	805	264	512	274														
991	4	883	108	126														
861	135	853	177	916														
428	892	83	83	792														
606	372	324	888	628														
833	867	601	195	220														
939	650	388	443	114														
430	978	898	978	713														
562	239	778	879	879														
846	4	792	792	448														
433	372	204	3	131														
880	501	503	24	950														
554	984	240	67	540														
788	163	490	988	490														
83	203	841	638	251														
904	645	687	666	976														
441	586	212	305	342														
193	418	193	197	923														
645	24	456	620	620														
35	20	299	982	982														
845	831	920	848	307														
729	48	190	562	558														
270	800	918	247	765														
862	690	296	326	102														
246	379	375	246	945														
144	19	458	135	401														
686	753	718	753	83														
737	681	728	985	725														
871	199	894	515	77														
679	997	432	554	302														
153	514	724	724	687														
457	179	846	923	483														
590	766	628	354	358														
27	614	636	940	296														
289	830	830	214	898														
446	540	257	841	540														
191	162	416	847	191														
392	718	554	690	790														
240	60	126	466	843														
917	771	404	699	401														
524	546	782	43	598														
252	114	469	346	918														
746	520	372	520	448														
388	875	342	980	260														
224	88	603	320	910														
327	142	390	717	30														
91	938	632	91	492														
132	618	908	453	315														
512	318	49	49	329														
24	50	274	989	666														
395	353	675	963	389														
784	544	893	538	428														
264	875	875	39	254														
562	605	760	46	978														
767	490	63	340	92														
202	189	189	201	937														
150	22	793	938	163														
518	363	280	747	747														
799	421	476	199	866														
661	126	879	695	853														
778	658	932	152	661														
436	699	510	429	274														
330	597	378	530	853														
718	680	680	569	463														
710	474	756	512	308														
211	449	465	455	150														
60	751	463	664	29														
903	918	903	307	288														
941	941	469	324	230														
961	424	761	238	524														
211	617	497	231	490														
326	501	61	776	444														
756	177	752	491	718														
333	178	51	550	62														
505	833	724	706	424														
457	74	60	729	529														
424	117	118	232	680														
914	902	784	895	669														
856	823	532	856	175														
239	993	268	448	844														
797	16	484	664	238														
922	347	50	464	347														
913	257	546	184	585														
219	219	967	908	459														
820	992	700	111	730														
412	794	707	611	542														
265	915	876	954	300														
752	229	668	159	159														
935	199	539	143	143														
871	282	200	627	818														
385	293	385	714	214														
590	590	304	157	800														
505	334	856	60	569														
373	373	221	664	367														
646	334	610	554	8														
684	378	285	925	978														
890	212	950	616	456														
528	809	485	963	503														
546	655	603	110	575														
619	280	641	873	280														
912	434	47	84	990														
479	262	917	937	181														
164	547	601	547	430														
613	494	372	681	645														
591	416	75	65	433														
133	561	937	302	42														
794	945	734	604	891														
511	493	866	522	764														
277	479	912	107	320														
878	558	300	214	558														
382	302	623	257	743														
760	349	150	744	434														
702	199	692	961	242														
862	928	539	300	37														
701	778	445	615	804														
982	295	498	74	64														
758	668	312	681	303														
179	322	762	109	538														
800	190	956	190	659														
943	916	954	611	943														
98	643	236	643	643														
298	39	993	43	242														
888	936	501	222	581														
381	329	730	458	381														
293	521	589	987	923														
868	317	571	721	156														
849	103	212	103	31														
380	807	502	437	488														
583	242	329	34	292														
866	165	849	908	849														
720	885	720	166	234														
205	183	55	203	132														
467	516	305	546	305														
496	535	496	538	828														
564	30	564	803	762														
784	278	700	835	319														
719	676	719	36	577														
238	813	858	217	439														
658	896	60	33	305														
765	347	692	480	877														
260	341	778	806	905														
399	906	848	87	143														
411	586	924	409	307														
610	94	553	89	887														
24	102	102	489	431														
126	963	955	455	261														
532	427	11	218	108														
635	762	212	368	218														
868	114	542	699	889														
969	658	381	395	478														
537	537	947	922	884														
624	818	1	891	279														
449	915	44	142	951														
659	172	172	790	949														
573	541	675	587	583														
988	627	700	223	75														
408	346	287	256	287														
184	675	439	800	311														
148	226	932	846	225														
601	226	592	565	958														
591	226	220	318	743														
902	944	155	882	580														
564	423	60	284	969														
442	646	350	424	933														
673	239	220	505	656														
366	212	679	144	100														
865	632	597	553	825														
567	868	726	529	868														
149	228	950	93	329														
503	374	423	14	733														
959	158	40	160	947														
228	872	51	154	677														
726	28	786	847	635														
266	903	899	485	333														
527	325	697	538	48														
715	945	518	406	996														
904	894	224	300	661														
542	291	530	578	291														
116	435	402	728	16														
784	213	392	519	914														
876	740	834	579	866														
324	637	264	203	291														
782	920	916	171	180														
93	288	893	892	998														
681	68	34	68	644														
815	375	583	901	855														
220	549	822	549	130														
466	265	709	612	828														
288	898	29	288	316														
318	259	183	598	681														
532	725	166	838	419														
320	445	903	882	882														
5	544	22	22	505														
611	302	17	236	912														
735	640	545	622	616														
765	144	276	371	401														
228	98	661	62	824														
282	282	894	40	557														
309	590	529	719	590														
879	826	875	919	285														
159	722	275	56	961														
693	420	595	42	788														
121	702	235	377	302														
831	37	50	505	463														
654	844	518	467	932														
443	465	236	99	167														
837	82	272	35	686														
687	37	37	134	252														
876	549	149	192	427														
298	176	298	267	319														
415	732	287	895	601														
674	467	287	559	559														
187	709	58	196	817														
521	533	108	41	969														
49	912	49	69	931														
951	570	691	214	951														
342	304	306	783	332														
873	921	921	590	162														
215	346	802	858	793														
668	85	470	110	870														
567	732	732	819	376														
159	6	742	487	462														
791	72	877	439	439														
920	223	468	216	515														
377	759	229	122	71														
751	999	872	359	267														
340	816	367	517	340														
640	387	640	510	740														
891	752	891	46	636														
692	983	216	207	832														
904	314	592	991	592														
276	266	142	564	442														
638	624	822	267	193														
893	772	980	251	402														
352	936	936	26	377														
403	868	878	391	391														
796	4	796	368	726														
869	121	622	38	352														
280	423	175	142	578														
827	738	676	824	474														
182	504	546	973	613														
715	519	674	626	429														
268	22	567	170	462														
441	623	775	636	967														
772	324	875	324	137														
804	262	813	16	262														
511	197	845	363	845														
983	708	863	294	778														
132	5	132	911	39														
695	959	66	615	589														
527	715	490	320	915														
539	458	540	413	948														
597	234	748	66	454														
587	287	677	918	721														
896	13	56	361	876														
590	151	982	662	604														
243	493	189	603	767														
540	554	381	417	960														
897	239	106	923	891														
933	313	220	510	485														
469	267	912	180	506														
884	348	905	429	520														
179	227	179	127	564														
718	718	8	995	911														
856	322	86	304	86														
858	860	467	902	954														
646	210	428	169	992														
298	835	880	298	438														
20	724	559	724	497														
92	18	92	773	538														
12	290	942	230	94														
363	617	706	260	815														
369	951	224	549	532														
421	783	475	844	954														
351	230	230	444	210														
173	184	163	349	413														
469	22	340	635	469														
927	755	13	13	788														
691	192	82	425	776														
517	143	143	346	814														
759	581	950	266	316														
612	404	425	950	404														
822	268	231	268	172														
619	692	821	170	376														
187	742	587	951	246														
831	896	954	752	655														
346	584	457	666	574														
82	745	971	96	438														
435	135	202	45	168														
247	227	770	418	253														
636	443	532	309	634														
779	234	71	128	779														
129	154	953	13	895														
168	133	407	141	284														
744	605	937	744	117														
594	373	717	968	80														
814	639	888	179	627														
321	440	863	294	144														
918	992	844	649	221														
538	453	745	377	377														
827	951	951	478	997														
59	920	149	127	456														
641	275	31	850	540														
313	622	798	101	79														
569	281	159	504	360														
613	76	737	541	456														
406	223	800	109	817														
52	781	63	633	474														
428	23	709	14	567														
791	238	689	388	566														
78	385	364	185	54														
113	209	654	746	145														
82	181	504	843	127														
555	63	687	679	511														
488	260	924	333	350														
889	889	84	361	776														
872	125	541	780	780														
635	704	783	307	227														
125	175	59	85	360														
953	390	953	692	487														
604	443	688	582	443														
863	943	419	46	880														
928	641	262	67	964														
808	642	487	456	446														
176	7	799	637	946														
448	963	692	603	604														
84	61	931	84	464														
916	115	311	209	545														
647	416	797	920	481														
815	758	103	203	374														
742	396	587	236	306														
225	604	683	519	563														
503	999	503	471	480														
211	925	982	405	415														
63	63	27	115	391														
14	60	679	487	641														
98	903	730	548	245														
719	396	963	963	858														
1	40	993	1	846														
65	343	74	267	83														
322	791	253	3	253														
489	634	899	717	264														
922	166	459	343	768														
305	310	152	607	675														
468	586	27	357	357														
476	180	525	41	41														
689	347	50	689	156														
835	835	668	626	222														
487	670	197	45	709														
291	120	267	58	982														
208	591	594	208	229														
311	478	561	478	991														
365	365	634	130	111														
242	371	704	309	443														
380	972	144	668	454														
387	598	266	738	222														
79	564	63	482	429														
709	211	332	604	332														
377	868	670	207	611														
377	377	234	946	560														
308	410	525	160	972														
4	676	1	931	931														
443	334	243	41	273														
625	410	855	410	886														
166	634	450	706	482														
60	844	613	582	754														
39	488	338	999	185														
701	536	731	563	30														
809	659	253	472	945														
529	271	778	592	271														
105	309	314	386	386														
106	231	523	706	372														
415	645	121	768	666														
369	655	758	914	164														
615	262	807	63	339														
874	214	147	75	227														
347	554	3	596	345														
568	18	729	363	868														
807	790	582	498	923														
949	254	600	815	949														
684	306	232	460	149														
903	364	750	900	302														
611	403	632	902	148														
101	603	570	229	431														
801	330	76	562	341														
868	464	822	670	326														
494	460	999	494	767														
46	559	94	898	904														
691	409	433	806	520														
535	824	33	774	502														
533	562	424	116	922														
889	663	808	140	730														
166	345	55	36	991														
641	184	820	443	263														
402	517	219	5	726														
849	966	255	212	97														
755	19	120	798	610														
494	409	944	902	684														
460	69	530	493	617														
58	661	517	973	859														
131	436	293	630	432														
40	809	973	143	641														
986	997	144	801	185														
34	604	519	182	182														
106	617	34	218	365														
841	209	581	663	186														
82	724	173	978	455														
872	143	376	67	808														
812	427	557	720	744														
590	129	799	924	488														
281	284	352	284	707														
411	972	81	892	744														
56	444	197	88	582														
935	835	860	527	756														
908	798	107	195	417														
223	69	115	278	111														
510	56	491	121	121														
942	787	487	703	915														
967	299	556	952	749														
295	340	390	697	187														
208	130	446	133	617														
977	531	123	636	601														
322	115	203	462	133														
315	630	630	952	433														
766	123	143	143	660														
47	522	522	744	188														
143	366	451	690	512														
411	138	138	419	208														
879	471	308	537	952														
743	963	665	76	8														
936	936	975	329	178														
299	379	624	534	237														
26	267	492	546	977														
473	607	620	132	434														
812	423	870	283	423														
417	884	626	154	667														
107	278	931	104	962														
12	504	414	905	979														
434	985	85	913	805														
704	675	215	431	290														
790	776	776	48	90														
218	230	834	48	230														
462	642	641	5	928														
927	987	4	226	113														
52	186	298	787	970														
666	79	155	50	573														
526	859	603	859	183														
136	569	319	849	606														
53	507	415	657	881														
460	211	852	908	187														
635	40	733	961	109														
618	817	403	586	360														
585	302	848	35	828														
768	240	747	474	938														
222	888	888	819	904														
585	233	385	155	978														
228	586	247	466	270														
235	211	215	527	215														
320	318	389	948	948														
633	576	208	101	352														
342	391	837	635	121														
215	171	833	128	639														
594	571	298	129	25														
565	717	352	666	841														
411	638	638	652	792														
384	231	217	244	703														
582	752	752	859	774														
279	133	658	495	200														
623	974	820	479	329														
407	955	474	477	477														
994	951	119	110	951														
58	844	344	146	477														
276	350	350	955	459														
797	739	475	603	739														
859	327	846	579	708														
191	691	152	209	691														
234	837	642	622	517														
389	588	726	536	847														
312	745	407	522	202														
905	526	843	905	255														
580	402	492	816	421														
582	760	472	87	754														
766	495	846	276	568														
611	590	828	511	965														
653	944	727	91	291														
119	39	75	285	75														
295	149	5	900	868														
437	488	560	284	514														
66	670	877	87	982														
436	642	174	15	71														
480	748	624	352	771														
281	661	92	577	7														
533	412	739	741	583														
857	358	161	977	320														
477	874	647	874	690														
56	233	551	16	112														
650	439	773	307	439														
538	688	147	286	206														
163	46	471	122	349														
803	194	632	909	440														
812	123	396	322	483														
472	650	359	991	442														
584	324	680	712	284														
198	862	931	931	209														
109	553	942	761	112														
690	690	560	916	166														
816	461	31	31	653														
7	238	817	554	459														
559	38	468	731	468														
164	388	164	7	555														
397	609	405	220	249														
747	151	997	827	997														
867	333	473	893	97														
651	468	290	434	801														
302	168	288	715	133														
328	413	207	919	203														
367	40	200	424	414														
557	140	748	748	924														
697	80	697	639	941														
575	676	539	221	221														
887	908	570	843	950														
504	360	6	587	541														
330	590	790	585	591														
682	744	61	212	212														
891	698	827	64	545														
938	833	268	392	345														
852	89	426	732	740														
334	733	600	228	278														
271	213	550	339	147														
189	430	17	425	28														
918	651	850	900	389														
693	557	557	717	679														
558	425	885	558	447														
81	172	278	634	172														
621	404	510	964	462														
92	874	392	588	566														
292	937	906	711	956														
595	382	908	583	489														
986	691	725	8	965														
656	171	58	855	833														
962	377	580	580	663														
886	339	933	499	801														
439	427	758	359	758														
498	622	268	91	121														
269	248	286	157	286														
273	746	473	418	778														
895	768	895	202	30														
94	330	484	790	292														
950	283	784	639	390														
346	64	67	809	40														
692	42	217	868	169														
1	895	847	652	192														
123	212	498	544	428														
140	311	229	311	666														
747	621	345	355	182														
239	532	986	9	939														
556	218	434	843	370														
639	989	828	600	569														
722	969	721	330	344														
626	266	998	266	433														
928	587	248	587	525														
272	513	475	331	475														
616	944	616	422	427														
576	355	296	377	377														
32	282	956	201	32														
503	503	955	913	721														
177	291	181	105	965														
776	21	642	642	239														
