79	161
901	156
98	199
944	116
368	449
207	119
63	129
142	431
249	314
851	572
759	802
748	167
489	673
23	49
329	434
35	73
576	848
288	855
428	790
23	622
909	315
243	749
435	270
59	121
152	126
838	763
251	849
153	686
887	916
92	408
42	87
27	57
285	554
793	582
314	343
102	229
198	851
121	952
214	325
116	869
735	115
654	695
664	639
377	678
569	636
38	79
701	449
787	754
15	382
965	382
518	163
325	268
2	78
69	141
96	328
29	61
60	817
852	211
520	993
34	71
631	424
287	382
225	890
543	364
992	360
980	19
310	668
658	19
422	943
470	628
41	85
622	170
720	948
463	578
24	833
623	191
394	711
765	325
384	21
124	220
682	273
158	271
851	313
121	245
915	195
269	402
74	892
114	743
433	295
737	229
606	343
346	668
739	360
504	481
894	739
906	227
36	75
340	794
481	945
404	37
244	208
639	745
116	681
637	657
494	82
92	187
296	770
99	201
637	586
429	163
856	585
309	744
113	229
139	716
236	156
710	716
117	237
431	620
367	791
974	911
53	528
116	235
930	504
834	12
473	189
568	741
365	980
915	307
777	437
126	255
679	476
547	734
416	839
970	223
175	94
750	903
195	450
280	594
168	887
388	328
642	459
547	841
4	11
735	301
1	429
368	304
163	488
116	462
788	57
280	984
130	263
183	962
84	341
529	584
669	837
32	224
52	107
432	598
789	932
522	940
732	571
96	474
247	619
789	748
288	907
100	868
278	531
149	279
971	940
753	44
876	677
533	498
979	715
535	888
233	45
662	647
672	285
167	592
181	891
962	542
469	9
672	191
811	309
179	929
419	128
158	508
225	834
110	223
748	865
701	372
483	104
142	291
590	398
849	800
661	607
564	812
787	465
315	755
93	189
118	467
53	132
768	759
386	643
915	598
829	729
509	325
509	783
856	527
207	676
346	379
705	320
937	726
742	331
606	614
179	600
485	552
595	193
664	897
122	668
999	160
637	142
507	117
358	578
911	505
309	998
476	312
424	385
229	380
32	990
608	252
808	377
545	813
144	349
16	35
193	68
950	602
47	97
519	108
248	428
662	34
698	73
964	819
980	713
747	3
39	165
35	750
373	117
480	789
924	766
295	551
772	824
332	71
566	458
997	976
874	757
982	994
192	526
758	799
598	47
812	711
581	826
400	627
161	839
232	828
118	610
73	149
597	835
55	113
888	299
746	992
963	526
730	304
321	581
106	570
744	281
405	869
787	679
102	207
23	792
642	329
293	818
642	496
118	840
449	816
243	878
904	274
260	26
275	620
945	650
885	689
982	303
143	152
528	774
560	844
803	996
80	163
276	758
182	267
901	861
781	979
177	379
916	422
904	963
390	895
874	811
944	747
903	782
73	398
534	901
964	120
264	879
409	399
772	489
200	982
781	325
964	487
19	41
274	201
60	123
267	26
281	634
711	302
813	394
84	750
482	911
785	329
263	402
640	142
526	60
526	265
616	200
914	226
128	259
661	148
88	179
872	460
711	56
139	945
900	731
827	303
463	334
602	424
499	804
772	495
139	161
87	177
450	965
553	747
122	247
263	103
111	225
581	141
260	655
368	947
410	153
452	145
779	153
440	984
497	16
896	851
283	214
75	207
393	141
460	605
696	446
340	240
129	261
66	135
711	447
326	333
903	215
507	4
142	859
761	952
114	231
74	478
243	625
824	954
551	329
22	47
947	97
484	409
86	175
186	484
321	31
8	19
82	167
57	117
973	722
42	110
228	485
487	640
891	216
66	630
247	352
26	55
72	147
10	23
911	467
398	909
548	107
398	94
374	991
382	57
357	415
877	486
498	163
109	204
296	498
30	63
106	215
799	265
124	251
89	604
311	663
400	644
100	203
453	717
533	266
455	968
351	559
748	731
254	33
991	731
184	760
117	724
246	46
892	337
656	62
991	624
75	153
598	731
408	783
291	197
335	171
904	441
448	124
516	779
650	788
133	269
82	999
415	279
90	183
612	132
94	191
328	751
296	796
962	849
236	893
861	77
965	153
666	814
71	515
236	335
177	445
23	708
430	414
700	811
153	654
80	303
135	789
43	352
993	35
27	755
576	724
750	577
345	71
7	17
207	511
550	502
750	392
670	292
857	630
851	99
106	352
96	454
806	97
669	856
863	725
420	127
184	951
569	581
617	157
804	18
774	771
914	881
495	195
132	889
892	146
641	743
746	382
737	351
458	575
221	189
714	816
127	76
586	672
467	572
163	578
809	228
125	253
709	543
78	159
239	789
421	851
142	799
364	40
645	386
586	275
626	121
118	239
127	257
89	644
19	408
415	665
53	109
907	58
392	143
174	854
991	648
131	265
241	524
481	210
969	721
495	763
232	422
50	832
420	346
370	253
614	428
153	186
174	796
850	170
696	944
445	787
619	439
603	383
799	947
920	596
96	195
18	39
329	173
268	221
470	295
175	821
791	454
9	21
864	98
842	842
821	111
490	862
453	907
544	108
514	930
356	94
257	864
829	930
43	89
728	676
2	7
172	892
149	961
597	213
379	117
730	651
495	348
896	989
472	197
485	250
15	33
572	205
931	201
546	571
645	330
338	851
108	404
864	596
452	443
61	528
733	243
122	506
933	502
74	151
232	718
31	65
518	276
752	774
64	131
171	11
390	491
370	625
930	685
527	822
308	971
556	411
603	17
334	309
360	856
634	224
688	968
654	805
900	13
361	197
50	103
103	209
898	422
227	525
658	859
638	98
346	462
367	801
820	714
602	854
1	5
85	49
192	517
676	555
543	704
640	312
456	119
689	397
544	3
423	571
119	241
108	219
11	25
859	843
54	111
33	635
308	494
692	864
532	212
958	492
95	931
121	996
36	593
389	818
906	459
41	419
396	844
465	32
452	385
112	227
859	801
121	536
291	60
809	553
583	440
989	544
627	214
44	91
988	713
652	911
110	282
642	502
648	522
955	396
921	864
810	780
909	33
386	332
162	725
260	205
81	165
707	533
430	406
917	961
125	31
524	664
405	934
440	273
1	980
879	443
996	516
823	513
19	418
172	555
704	202
875	56
671	480
152	102
944	317
107	217
477	397
211	192
975	179
84	171
689	644
823	745
507	579
499	277
6	15
953	298
35	234
607	202
115	233
17	37
35	764
506	843
309	734
782	91
906	261
26	767
190	339
449	704
707	177
746	644
526	662
986	445
929	374
374	740
905	662
89	181
421	376
